Words;Tag;;;
disebelah;;;;
terdapat;VB;;;
lemari pakaian;NN;;;
panjang;JJ;;;
ooo;;;;
!!;;;;
diambil;VB;;;
disambar;VB;;;
majalah;NN;;;
iapun;;;;
membaringkan;VB;;;
diri;VB,NN;;;
mengantuk;;;;
feby;;;;
febiola;;;;
pribadi;JJ;;;
disediakan;VB;;;
untuknya;;;;
suami;NN;;;
bruce;;;;
berkebangsaan;VB;;;
perancis;NNP;;;
shooting;;;;
jarang;RB;;;
mempunyai;VB;;;
luang;;;;
mereka;PRP;;;
sering;RB;;;
mendapatkan;VB;;;
bercinta;VB;;;
cantik;JJ;;;
bagi;IN,NN,VB;;;
pria;NN;;;
satu-satunya;JJ;;;
bintang;NN;;;
lux;;;;
pandai;VB,JJ;;;
tiap;CD;;;
sex;;;;
piawai;JJ;;;
menggunakan;VB;;;
klitoris;;;;
merintih-rintih;VB;;;
melakukan;VB;;;
anal;;;;
diminta;VB;;;
tokoh utama;NN;;;
memerankan;VB;;;
mahasiswi;;;;
kembang;VB,NN;;;
cheerleader;;;;
pengambilan;NN;;;
gambar;VB,NN;;;
4;CD;;;
cm;NND;;;
lutut;NN;;;
mempertontonkan;VB;;;
t-shirt;;;;
ketat;JJ;;;
mampu;JJ;;;
menyembunyikan;VB;;;
bruce;;;;
atau;;;;
disangka;VB;;;
bruce;;;;
lelap;;;;
kasihan;;;;
lelah;JJ;;;
bagus;JJ;;;
terbangun;VB;;;
pikir;VB;;;
tepat;JJ;;;
pakaian;NN;;;
waduh;;;;
gawat;JJ;;;
kamar mandi;NN;;;
terbuka;VB,JJ;;;
bersembunyi;VB;;;
mengintip;;;;
mempercayai;VB;;;
menghiasi;VB;;;
mimpi-mimpi;NN;;;
seksual;JJ;;;
ditanggalkan;VB;;;
melepaskan;VB;;;
mengagumi;VB;;;
kaca;NN;;;
kemerahan;NN;;;
bruce-pun;;;;
menyukai;VB;;;
terlalu;;;;
keras;JJ;;;
senang;JJ;;;
perlakuan;NN;;;
sementara itu;;;;
henti-henti;VB;;;
mengocoki;VB;;;
adegan;NN;;;
telanjang;VB;;;
bra;;;;
menemui;VB;;;
bruce.;;;;
didapati;VB;;;
kemana;;;;
padahal;;;;
pelayanan;NN;;;
untuknyajay;;;;
meniduri;VB;;;
febiola;;;;
sekarang;;;;
sekali;;;;
tekad;NN;;;
nan;;;;
oh;;;;
dari mana;PR,PRP;;;
kamu;PRP;;;
kegelian;NN;;;
milik;VB;;;
seakan;VB;;;
bermimpi;VB;;;
meremasi;;;;
pujaan;NN;;;
mungkin;MD;;;
kalah;JJ;;;
tamara;;;;
blezinski;;;;
ooohh;;;;
diremas-remas;VB;;;
ayo;;;;
pinta;NN;;;
mendorong;VB;;;
berlutut;VB;;;
itupun;;;;
tampak;JJ;;;
menyebabkan;VB;;;
meledak;VB;;;
berlama-lama;VB;;;
menaruh;VB;;;
kemaluannyooohh;;;;
desah;NN;;;
menembus;VB;;;
menggenjot;VB;;;
doggie;;;;
style;;;;
rapat;JJ,NN;;;
setahun;NN;;;
meni;VB;;;
kah;RP;;;
penisnya;;;;
berdenyut-denyut;VB;;;
menumpahkan;VB;;;
mani;VB,NN;;;
lubang kemaluan;NN;;;
dipercepat;VB;;;
kocokan;NN;;;
artis;NN;;;
sekejap;;;;
memompa;VB;;;
orgasme;;;;
terkapar;;;;
sisa-sisa;NN;;;
orgasmenya;;;;
digarap;VB;;;
sebagian;CD;;;
mengalir;VB;;;
sepertinya;;;;
puas;JJ;;;
dia;;;;
berkeinginan;VB;;;
jepitan;NN;;;
mencari-cari;VB;;;
sekeliling;JJ;;;
sehelai;;;;
selendang;;;;
ini;;;;
harusnya;RB;;;
cukup;;;;
menutup mata;VB;;;
pujannya;;;;
menciumi;VB;;;
menggelinjang-gelinjang;VB;;;
kegelian:;;;;
ooohh;;;;
rintih;NN;;;
manja;JJ;;;
mengangkangi;;;;
meletakkan;VB;;;
dimimpikan;VB;;;
terjepit;VB;;;
erat;VB;;;
ditengah;VB;;;
membuang waktu;VB;;;
memaju;VB;;;
mundurkan;VB;;;
tengah;MD,NN;;;
memuntahkan;VB;;;
mengalungi;VB;;;
menyemprotkan;VB;;;
muntahan;NN;;;
mau tak mau;RB;;;
menelan;VB;;;
bintang film;NN;;;
muntah;VB;;;
seumur hidup;NN;;;
lelaki;NN;;;
bankit;;;;
menangkap;VB;;;
melempar;VB;;;
kemabli;;;;
menunggingkan;;;;
padat;JJ;;;
menyibakkan;VB;;;
ujung;NN;;;
anus;;;;
bruce;;;;
kan;;;;
menjerit;VB;;;
anusnya;;;;
ditembus;VB;;;
diperkosa;VB;;;
kasar;JJ;;;
keluarkan;;;;
sakiitt;;;;
oohh;;;;
berteriak-teriak;VB;;;
robek;VB;;;
menangis;VB;;;
digagahi;;;;
suaminya.;;;;
ooohh;;;;
tega;;;;
tangis;NN;;;
bercampur;VB;;;
diperawani;VB;;;
diusapnya;;;;
kepuasan;NN;;;
rekan;VB,NN;;;
suamiku;NN;;;
suster;;;;
berjilbab;;;;
dipaksa;VB;;;
pacar;NN;;;
malam;NN;;;
valentaine;;;;
ml;NN;;;
cewek;NN;;;
dijodohkan;;;;
p;;;;
akibat;NN;;;
terlarang;VB;;;
07:37;CD;;;
310;CD;;;
sepasang;;;;
meskipun;SC;;;
btn;SYM;;;
mobil;NN;;;
meski;SC;;;
kreditan;NN;;;
iseng-iseng;JJ;;;
keterusan;NN;;;
semua;CD;;;
kehidupan;NN;;;
tanggaku;NN;;;
sebetulnya;RB;;;
bahagia;JJ;;;
istriku;NN;;;
seksi;VB;;;
perkawinan;NN;;;
terlahir;VB;;;
laki-laki;NN;;;
berusia;VB;;;
tahun;NN;;;
pegawai;NN;;;
kedudukan;NN;;;
jabatan;NN;;;
lumayan;;;;
biduk;;;;
dihantam;VB;;;
badai;NN;;;
terjadi;VB;;;
keisenganku;NN;;;
bermain-main;VB;;;
api;VB,NN;;;
menghanguskan;VB;;;
mahligai;;;;
damai;JJ;;;
menyangka;VB;;;
klub;NN;;;
karaoke;;;;
di sana;PR,PRP;;;
remaja;NN;;;
tingkah laku;NN;;;
sengaja;;;;
sana;PR;;;
kesenangan;NN;;;
hidung belang;NN;;;
tertarik;VB,JJ;;;
salah;JJ;;;
wajah;NN;;;
sintal;;;;
kuning langsat;NN;;;
memperkirakan;VB;;;
umur;NN;;;
belas;CD;;;
keraguan;NN;;;
minuman ringan;NN;;;
mendengarkan;VB;;;
lagu-lagu;NN;;;
dilantunkan;VB;;;
pengunjung;NN;;;
bergantian;VB;;;
sungguh;RB;;;
diduga;VB;;;
ternyata;JJ;;;
sejak;IN,SC;;;
menghampiriku;VB;;;
disampingku;VB;;;
malu-malu;JJ,NN;;;
pahaku;NN;;;
tentu;JJ;;;
terkejut;VB;;;
keberanian;NN;;;
kuanggap;VB;;;
luar biasa;JJ;;;
sendirian;;;;
nih,;;;;
omm;;;;
sapa;VB;;;
senyuman;NN;;;
iya;;;;
sahutku;VB;;;
tergagap;;;;
perlu;;;;
teman;NN;;;
menawarkan diri;VB;;;
menjawab;VB;;;
sungguh mati;JJ;;;
muda belia;JJ;;;
merayu;VB;;;
sanggup;NN;;;
ditraktir;;;;
minum;VB;;;
sikap;NN;;;
mengenalku;VB;;;
padahal;CC;;;
bertemu;VB;;;
semula;NN;;;
canggung;JJ;;;
berani;VB,JJ;;;
tengah malam;NN;;;
larut;VB;;;
begini;PR;;;
rewel;;;;
bertanya;VB;;;
sepanjang;;;;
membayang;VB;;;
pelupuk;;;;
kemanjaan;NN;;;
masa remaja;NN;;;
esok;NN;;;
pertemuan;NN;;;
akau;;;;
lupa;VB;;;
bersenang-senang;VB;;;
sebaya;JJ;;;
adikku;NN;;;
justru;RB;;;
subuh;NN;;;
keranjingan;;;;
menemaniku;VB;;;
menyebut;VB;;;
reni;;;;
biasanya;RB;;;
mengajakku;VB;;;
berputar-putar;VB;;;
mengelilingi;VB;;;
kota;NN;;;
jakarta;NN;;;
kijang;;;;
lunas;JJ;;;
penginapan;;;;
mampir;;;;
halaman depan;NN;;;
losmen;;;;
kupesan;;;;
jari-jariku;NN;;;
menelusuri;VB;;;
lekuk;;;;
kuhujani;VB;;;
ciuman-ciuman;NN;;;
membangkitkan;VB;;;
mendengar;VB;;;
dihinggapi;;;;
kobaran;NN;;;
asmara;NN;;;
membara;VB;;;
melucuti;VB;;;
dikenakan;VB;;;
melekat;VB;;;
berisi;VB;;;
mendesis;;;;
hangat;JJ;;;
bermain;VB;;;
sekujur;;;;
rawan;JJ;;;
jari-jemariku;NN;;;
dipinggiran;;;;
daerah rawan;NN;;;
bergairah;VB;;;
tergesa-gesa;JJ;;;
menanggalkan;VB;;;
seluruh;CD;;;
kukenakan;VB;;;
menuntun;VB;;;
wajahku;NN;;;
jari-jari;NN;;;
menggenggam;VB;;;
kebanggaanku;NN;;;
sebentar;;;;
melipat;VB;;;
menutupi;VB;;;
pagar;NN;;;
ayu;JJ;;;
jangan;;;;
omm,;;;;
lipatan;NN;;;
aku,;;;;
hmm;;;;
aku;;;;
meneruskan;VB;;;
kata-kata;NN;;;
malah;CC;;;
bahuku;VB;;;
menguasai;VB;;;
melawan;VB;;;
sedikit demi sedikit;JJ;;;
terkuak;VB;;;
merenggangkan;VB;;;
belah;NN,NND,VB;;;
bentuk;NN,NND;;;
mere;VB;;;
benda;NN;;;
menyeruak;;;;
membasah;VB;;;
menggeliat-geliat;VB;;;
sulit;JJ;;;
kehilangan;NN;;;
akal;NN;;;
menggerak-gerakan;VB,NN;;;
pinggulku;;;;
seranganku;NN;;;
gagal;JJ;;;
menghentakkan;;;;
ke depan;;;;
melesak;VB;;;
seutuh;JJ;;;
seketika;;;;
urat-urat;NN;;;
syaraf;NN;;;
kaku;JJ;;;
bercucuran;VB;;;
tersentak;VB;;;
merobek;VB;;;
kurasakan;VB;;;
pertamaku;;;;
kegadisan;NN;;;
keperawanan;NN;;;
sukai;VB;;;
mengetahui;VB;;;
kuraba;;;;
kental;JJ;;;
merah;JJ;;;
terkejutku;VB;;;
lenyap;JJ;;;
desakan;VB,NN;;;
berkobar-kobar;VB;;;
renny;;;;
gerakan-gerakan;NN;;;
batas;NN;;;
bertepi;VB;;;
menyerahkan;VB;;;
keperawannya;;;;
padaku;;;;
unsur;NN;;;
paksaan;NN;;;
menyesal;VB;;;
mengembalikan;VB;;;
bercak-bercak;NN;;;
mengotori;VB;;;
polos;JJ;;;
isak;NN;;;
maafkan;;;;
seharusnya;RB;;;
bilang;VB;;;
semula,;;;;
menghibur;VB;;;
reny;;;;
diam;VB,JJ;;;
pelukanku;NN;;;
pembaringan;NN;;;
melang;VB;;;
gontai;;;;
suara;NN;;;
menghantam;VB;;;
terlilit;VB;;;
handuk;NN;;;
rambut;NN;;;
berbagai;CD;;;
berkecamuk;;;;
bagaimanapun;;;;
merenggut;VB;;;
dicegah;VB;;;
disisi;VB;;;
mengeringkan;VB;;;
pinggang;NN;;;
menggeliat;VB;;;
berbaring;VB;;;
terbentang;VB;;;
kencang;JJ;;;
bulu-bulu;NN;;;
tipis;JJ;;;
secepat;JJ;;;
kilat;JJ,NN;;;
menghujani;VB;;;
kecupan-kecupan;NN;;;
gejolak;NN;;;
mendadak;JJ;;;
terusik;VB;;;
pelan-pelan;JJ;;;
perih,;;;;
mendobrak;VB;;;
benteng;;;;
menyeringai;VB;;;
mengigit-gigit;VB;;;
irama;NN;;;
kulakukan;VB;;;
liar;JJ;;;
terkendali;VB;;;
terguncang;VB;;;
menggeletar;;;;
bagai;;;;
tersengat;VB;;;
klimaks;;;;
ribuan;CD;;;
volt;NND;;;
lunglai;;;;
denyutan-denyutan;NN;;;
denyut-denyut;NN;;;
kontrol;VB,NN;;;
kejatan-kejatan;NN;;;
disertai;;;;
berhamburan;;;;
rebah;;;;
bertenaga;VB;;;
perempuan nakal;NN;;;
seksku;NN;;;
hadiah;NN;;;
sahabat;NN;;;
maret;NNP;;;
selingkuhan;;;;
dinda;;;;
cintaku;NN;;;
nantangin;;;;
sepupu;NN;;;
191;CD;;;
segini;;;;
yg;;;;
selain;IN,CC;;;
berkhayal;VB;;;
bidadari;NN;;;
langit;NN;;;
rela;NN;;;
kujamah;;;;
dilahirkan;VB;;;
pemalu;NN;;;
berbuat;VB;;;
apa-apa;NN;;;
menjamah;;;;
ditutupi;VB;;;
meneguk;;;;
sejuta;CD;;;
pesona;JJ;;;
hawa;NN;;;
kau;PRP;;;
adil;JJ;;;
tuhan;NN;;;
ciptakan;VB;;;
kelemah;;;;
miliki;VB;;;
tuhanlihatlah;;;;
mengutuk;VB;;;
agungan;NN;;;
mu;;;;
diruang;VB;;;
dapur;;;;
kotor;JJ;;;
haiii;;;;
!!!!!;;;;
huaa;;;;
sialan;NN;;;
rinhampir;;;;
jantungku;NN;;;
copot;;;;
antariksa;NN;;;
rina;;;;
sepupuku;NN;;;
denganku;;;;
tampangnya;;;;
cowok;NN;;;
naksir;;;;
bodinya;;;;
kadang-kadang;RB;;;
suka;VB,NN;;;
ngentotin;;;;
sirina;;;;
ga;;;;
rotan;;;;
akar;NN;;;
jdi;;;;
cwek;;;;
dijadikan;VB;;;
imajinasi;NN;;;
ngelamun;;;;
;;;;
kepadakuah;;;;
rinjawabku;;;;
malasbiasa;;;;
ya;;;;
biasalahahh;;;;
luya;;;;
iyalah;;;;
ngerenungin;;;;
hilang;;;;
bicara;VB;;;
kuperhatikan;VB;;;
kuhargai;VB;;;
tipe;NN;;;
kesukaanku;NN;;;
terbesik;;;;
dihatiku;VB;;;
ide;NN;;;
gilaiya;;;;
rin;;;;
ngerti;;;;
gua;NN;;;
taukan;;;;
lahir;VB;;;
diciptakan;VB;;;
makhluk;NN;;;
gak;;;;
lawan;VB;;;
jenisnyatampak;;;;
karna;;;;
perkataan;NN;;;
mengena;VB;;;
disasaran;;;;
kosongenak;;;;
ngatain;;;;
menarik;;;;
bermuka;VB;;;
masamjangan;;;;
marah;JJ;;;
berduakan;;;;
senasib;JJ;;;
bagaimana;;;;
pura2;CD;;;
pasangan;NN;;;
kayak;NN;;;
latihan;NN;;;
gitu;;;;
ringa;;;;
lagian;;;;
berlalutunggu;;;;
super;;;;
jenius;JJ;;;
ajaga;;;;
untung;NN;;;
dengarin;;;;
itu;;;;
ketussialan;;;;
rugiada;;;;
supaya;SC;;;
paham;NN;;;
kondisi;NN;;;
bakalan;;;;
kikuk;;;;
didepan;VB;;;
pacarlu;;;;
nah;;;;
omongin;;;;
taditiba-tiba;;;;
menantangok;;;;
gue;;;;
ahh;;;;
mmh;;;;
ahh;;;;
yaa;;;;
jawabku;VB;;;
terbata;VB;;;
mengira;VB;;;
mangatakan;;;;
dibawah;VB;;;
jantung;NN;;;
kumat;;;;
ditantangin;;;;
keliatan;NN;;;
penakutsirina;;;;
mendekatiku;VB;;;
grogi;JJ;;;
penakut;NN;;;
siall;;;;
menoreh;VB;;;
luka;NN;;;
kalap;;;;
kuhampiri;VB;;;
kucium;VB;;;
amarah;NN;;;
mempermainkan;VB;;;
harga;NN;;;
diriku;VB,NN;;;
nilai;VB,NN;;;
seberapa;;;;
seseorang;PRP;;;
nantingin;;;;
tersadar;JJ;;;
heran;VB;;;
kira;VB;;;
detik;NND;;;
bereaksi;VB;;;
buktikan;VB;;;
kuarahkan;VB;;;
mendarat;VB;;;
tumpukan;VB,NN;;;
terkaget;JJ;;;
membiarkanku;VB;;;
memperlakukan;VB;;;
bergeming;VB;;;
membalas;VB;;;
benar-;JJ;;;
menguji;VB;;;
keberanianku;NN;;;
ok;;;;
seditik;;;;
cari;VB;;;
berdoa;VB;;;
dahulu;;;;
bhnya;;;;
keatas;;;;
terbebas;JJ;;;
balutan;;;;
dihalangi;VB;;;
apapun;;;;
debaran jantung;NN;;;
adrenalin;NN;;;
menjadikan;VB;;;
mimpimeremas;;;;
benar2;CD;;;
nyaman;JJ;;;
sekalitunggu;;;;
kelewat batas;JJ;;;
panikdiam;;;;
tadikan;;;;
gua;;;;
menyembullah;;;;
berumur;VB;;;
18;CD;;;
daripada;IN,SC;;;
cagar alam;NN;;;
kebun raya;NN;;;
terkesima;;;;
menggantung;VB;;;
berbalut;;;;
kulit putih;NN;;;
mencuat;VB;;;
memanggilku;VB;;;
menghisap;VB;;;
kearah;;;;
mengahalingi;;;;
coklat;NN;;;
kuhisap;VB;;;
lagiahh;;;;
dosahhhsirina;;;;
mikirin;;;;
dosa;NN;;;
disaat;VB;;;
lucu;JJ;;;
menurutku;;;;
berdosa;VB;;;
kubiarkan;VB;;;
terbengkalai;;;;
menjamahnya;;;;
diremas;;;;
dihisap;VB;;;
orang-orang;NN;;;
anak gadis;NN;;;
jangan;;;;
perbuatan;NN;;;
tabuohhapa;;;;
barusan;;;;
rini;;;;
alam;NN;;;
slalu;;;;
kubaca;VB;;;
gelora;NN;;;
membakar;VB;;;
iman;NN;;;
biarkan;VB;;;
menyaksikan;VB;;;
adi;VB;;;
kutela;;;;
telanjangi;VB;;;
kubawa;VB;;;
meniti;VB;;;
hubungan;NN;;;
layaknya;RB;;;
hamil;NN;;;
kebingungan;NN;;;
menghamili;VB;;;
berdiskusi;VB;;;
sepakat;JJ;;;
mengusir;VB;;;
2;CD;;;
berlalu;VB;;;
hidup;VB,NN;;;
terlunta-lunta;VB;;;
pengemis;NN;;;
kekurangan gizi;VB;;;
menceritakan;VB;;;
mimpiku;NN;;;
menyuruhku;VB;;;
memasang;VB;;;
togel;;;;
angka;NN;;;
jitu;;;;
4d;CD;;;
ribu;CD;;;
dueerr;;;;
mendapat;VB;;;
uang;NN;;;
ratusan;CD;;;
juta;CD;;;
rupiah;NN;;;
toko;NN;;;
berbakat;VB;;;
berdagang;VB;;;
20;CD;;;
berkecukupanrelated;;;;
guruku;NN;;;
hot;;;;
cewe;;;;
hyper;;;;
pasanga;;;;
abg;;;;
hotel;NN;;;
ibu tiri;NN;;;
pembantuku;NN;;;
tetangga;NN;;;
07:36;CD;;;
223;CD;;;
mahasiswa;NN;;;
liburan;NN;;;
cerah;JJ;;;
ibu;NN;;;
luar;JJ,NN;;;
beranjak;;;;
mengantarkan;VB;;;
bungkusan;NN;;;
diserahkan;VB;;;
arisan;NN;;;
alamat;NN;;;
dituju;VB;;;
berbeda;VB;;;
rumahku;NN;;;
arsitektur;NN;;;
menawan;VB;;;
memijit;;;;
bel;NN;;;
bergambar;VB;;;
hello;;;;
kitty;;;;
kedodoran;;;;
singkat kata;JJ;;;
keberadaan;NN;;;
hmm,;;;;
sorry;;;;
raninya;;;;
kiriman;NN;;;
beliau,;;;;
wah;;;;
kak,;;;;
kakak;NN;;;
siapa;WH,SC;;;
erlin,;;;;
cuaca;NN;;;
mendung;VB,JJ,NN;;;
gerimis;;;;
mempersilakan;VB;;;
kakak;;;;
nganterin;;;;
wah,;;;;
berkas-berkas,;VB,NN;;;
memang;;;;
mama;NN;;;
titip;VB;;;
pesen;;;;
buat;IN,VB;;;
mama,;;;;
nyangka;;;;
nganter;;;;
cowo;;;;
cakep;;;;
simpul;NN;;;
pernyataan;NN;;;
tingkah;NN;;;
menjumpai;VB;;;
asyik;JJ;;;
nonton;;;;
tv;;;;
gugup;JJ;;;
mematikan;VB;;;
ditonton;VB;;;
ehmm,;;;;
trid;;;;
astrid;;;;
dini;VB,JJ;;;
pesanan;NN;;;
mamaku;NN;;;
pemilik;NN;;;
ian,;;;;
dipersilakan;VB;;;
terdekat;JJ;;;
bantal;NN;;;
duduki;VB;;;
dvd;;;;
porno;;;;
kuletakkan;VB;;;
sebelahku;;;;
eh,;;;;
nyimpannya;;;;
bener;;;;
ketahuan;NN;;;
lho.;;;;
kolong;;;;
menyalakan;VB;;;
menayangkan;VB;;;
bersetubuh;;;;
tidak dapat;RB;;;
mengganti;VB;;;
menenangkan;VB;;;
berpikir;VB;;;
nyeletuk;;;;
emang;;;;
kalian;PRP;;;
malu;JJ,NN;;;
kompak;JJ;;;
ehh,;;;;
tugas;NN;;;
biologi;NN;;;
reproduksi;NN;;;
manusia,;;;;
sekenanya;;;;
kulihat;VB;;;
mimik;;;;
ketakutan;NN;;;
sampingku;NN;;;
tugas;;;;
emangnya;;;;
kelas;NN;;;
smp;NN;;;
kok;;;;
mengangguk;VB;;;
tanda;NN;;;
setuju;VB;;;
nyari;;;;
model;NN;;;
asli;JJ;;;
buku;NN,NND;;;
kak;;;;
hi;;;;
hi;VB;;;
aja,;;;;
mo;;;;
dibayar;VB;;;
becanda;;;;
pertanyaan;NN;;;
giliran;NN;;;
siapa;;;;
takut;JJ;;;
horny;;;;
gara-gara;NN;;;
film;NN;;;
bf;;;;
tonton;VB;;;
sorry;;;;
itunya;;;;
pinjem,;;;;
bisik;VB;;;
berdegup;;;;
retsleting;;;;
tergeletak;;;;
mengurangi;VB;;;
degup;;;;
dijawab;VB;;;
kak;;;;
apa-apa,;;;;
coba;;;;
terus,;;;;
kalo;;;;
dimasukin;;;;
ketegangan;NN;;;
maksimal;JJ;;;
nah;;;;
ukuran;NN;;;
memulai;VB;;;
kasih;NN;;;
alat kelamin;NN;;;
emm;;;;
namanya,;;;;
mintaku;VB;;;
mudah;JJ;;;
mengelus-elus;VB;;;
memainkan;VB;;;
ahh,;;;;
geli,;;;;
ahh,;;;;
mm;NN;;;
rintihnya;;;;
tanpa;;;;
clitorisnya;;;;
beginiin,;;;;
anggukan;NN;;;
telanjang bulat;VB;;;
kok;;;;
caranya,;;;;
kan;;;;
nyontoh;;;;
film,;;;;
gigitan;NN;;;
mengarahkan;VB;;;
kiriku;JJ;;;
kuciumi;VB;;;
dibasahi;VB;;;
lendir-lendir;NN;;;
pelumas;NN;;;
meleleh;VB;;;
membisiku;VB;;;
ajarin;;;;
.wah;;;;
boleh,;;;;
mencabut;VB;;;
tapi;;;;
bakal;MD,NN;;;
pertamanya;;;;
yah,;;;;
bisikku;VB;;;
membiasakan;VB;;;
menusukkan;VB;;;
walau;SC;;;
susah;JJ;;;
mengecup;;;;
tahan;;;;
sayang.aduh,;;;;
teriak;VB;;;
kumulai;VB;;;
pantatku;NN;;;
masih;;;;
trid,;;;;
mm,;;;;
nggak,;;;;
uhh,;;;;
kak.;;;;
30;CD;;;
klimaksnya;;;;
pipis;;;;
ditahan;VB;;;
keluarin;;;;
aja,;;;;
ah,;;;;
emm.,;;;;
e;;;;
mm,;;;;
otot;NN;;;
ngerasain;;;;
tuh.;;;;
astid;;;;
onani;;;;
sini;;;;
kumasukkan;VB;;;
menerima;VB;;;
hunjaman;;;;
sekian;PR;;;
mengocokkan;VB;;;
keenakan;NN;;;
bersender;;;;
aahh,;;;;
dini,;;;;
jerit;VB;;;
melemas;;;;
kelur;;;;
bopong;;;;
belakangku;NN;;;
gaya;NN;;;
memerintahkan;VB;;;
sesuai;JJ;;;
memberitahuku;VB;;;
trid;;;;
yah,;;;;
aahh,;;;;
croot,;;;;
creettt,;;;;
creet,;;;;
muntahkan;VB;;;
maniku;VB,NN;;;
semprotkan;VB;;;
enak,;;;;
hanget;;;;
memekku,;;;;
hmm,;;;;
kujawab;VB;;;
kubelai;VB;;;
membersihkan;VB;;;
bersama-sama;VB;;;
permukaan;NN;;;
kira-kira;RB;;;
berukuran;VB;;;
seusia;JJ;;;
menyerangku;VB;;;
sponsori;VB;;;
belajar;NN;;;
sosok;;;;
memenuhi;VB;;;
hasrat;NN;;;
s;NND;;;
menjanda;VB;;;
romantis;NN;;;
pelabuhan;NN;;;
kapal;NN;;;
cerimai;;;;
bareng;NN;;;
415;CD;;;
kenalkan;VB;;;
namaku;NN;;;
sapto;;;;
pengalamanku;NN;;;
semasa;JJ;;;
sekolah;NN;;;
menumpang;VB;;;
ayah;NN;;;
angkatku;VB;;;
pak;;;;
rochim;;;;
dinas;NN;;;
pertanian;NN;;;
ibukota;NN;;;
kabupaten;NN;;;
pulau;NN;;;
sumatera;NN;;;
mengalami;VB;;;
fantasi;;;;
sexualku;;;;
kepadaku;;;;
semenjak;;;;
kelas satu;NN;;;
kamar kecil;NN;;;
pembantu;NN;;;
21;CD;;;
tina;;;;
bali;NN;;;
berkulit;VB;;;
hitam manis;NN;;;
tidaklah;;;;
memanggil;VB;;;
membantuku;VB;;;
bersekolah;VB;;;
tamat;;;;
membereskan;VB;;;
memasak;VB;;;
membaca;VB;;;
novel-novelnya;;;;
freddy;;;;
abdullah;;;;
harahap;;;;
motinggo;;;;
busye;;;;
nick;;;;
carter;;;;
diijinkan;VB;;;
novel-novel;;;;
stensilan;;;;
kho;;;;
ping;;;;
hoo;;;;
protes;NN;;;
pendekar;;;;
mata keranjang;NN;;;
sejenis;JJ;;;
sepulang;;;;
mengembalakan;;;;
ekor;NN,NND;;;
sapi;NN;;;
novel;;;;
mengijinkan;VB;;;
penasaranku;;;;
bertambah;VB;;;
disuruh;VB;;;
mengobras;;;;
kain;NN;;;
bu;;;;
beristirahat;VB;;;
mataku;NN;;;
lemari;;;;
biasanya;;;;
dikunci,;;;;
tergerak;VB;;;
disembunyikan;VB;;;
di situ;PR,PRP;;;
kuambil;VB;;;
memutuskan;VB;;;
kubolak-balik;;;;
halaman;NN;;;
degh;;;;
berdebar;VB;;;
tertulis;VB;;;
menyetubuhi;;;;
rusia;NNP;;;
sayangnya;;;;
judulnya.;;;;
jakunku;;;;
tumbuh;VB;;;
bergerak-gerak;VB;;;
ludah;NN;;;
bocah;;;;
memanas;VB;;;
kelaminku;NN;;;
sepeda;NN;;;
disandarkan;VB;;;
menyudahi;VB;;;
keasyikanku;NN;;;
pantas;;;;
mengijinkanku;VB;;;
jahat;JJ;;;
masak;VB,JJ;;;
hal-hal;NN;;;
semacam;JJ;;;
kepanasan;NN;;;
mengucur;VB;;;
tercium;VB;;;
menyengat;VB;;;
kejantananku;NN;;;
agak-agak;RB;;;
sangit;;;;
mengundang;VB;;;
lelakiku;NN;;;
besok-besok;NN;;;
memiliki;VB;;;
menggerayangi;;;;
lemarinya;;;;
mengunci;VB;;;
membongkar;VB;;;
paksa;VB;;;
16;CD;;;
menimpa;VB;;;
nyenyaknya;;;;
terlempar;VB;;;
berdebar-debar;VB;;;
matang;JJ;;;
ingat;VB;;;
seeerrr;;;;
darahku;NN;;;
berdesir;;;;
berubah;VB;;;
tersingkap;VB;;;
gelap;JJ;;;
terpampang;;;;
samar-samar;NN;;;
sinar;NN;;;
lampu;NN;;;
templok;;;;
kuamati;VB;;;
sekumpulan;;;;
kupandangi;VB;;;
mengubah;VB;;;
telanjur;;;;
bolak-balik;VB;;;
membusung;;;;
turun naik;VB;;;
daster;;;;
kupejamkan;;;;
berpura-pura;VB;;;
terpengaruh;VB;;;
tenang;JJ;;;
kutekan;VB;;;
reaksi;NN;;;
kusentuh;VB;;;
sebesar;;;;
apel;NN;;;
kuingat;VB;;;
aah;;;;
deg-degkan;VB;;;
sensasi;NN;;;
antara;;;;
dara;;;;
umurku;NN;;;
bangun;;;;
pagi,;;;;
guncangan;NN;;;
menambatkannya;;;;
kebun;NN;;;
mengisi;VB;;;
bak mandi;NN,VB;;;
badanku;NN;;;
membangunkan;VB;;;
memicingkan;;;;
menguceknya;;;;
huuuaah;;;;
menguap;VB;;;
naga;;;;
bau;;;;
?!;;;;
urus;VB;;;
sapi,;;;;
astaga,;;;;
ngompol;;;;
pendekku;JJ,NN;;;
astaga;;;;
lengket;JJ;;;
baunya;NN;;;
beda;JJ;;;
akasia;NN;;;
udah;;;;
bikin;VB;;;
bersemu;VB;;;
atau,;;;;
kamu;;;;
mimpi;NN;;;
.mimpi;;;;
.iya;;;;
dewasa.;;;;
risih;;;;
benar;;;;
mani;;;;
mimpi;;;;
.mimpi;;;;
gak;;;;
apa-apa.ya;;;;
anak.emangnya;;;;
sudahlah;;;;
sendiri.;;;;
menggodaku;VB;;;
mulai;;;;
hati-hati;RB;;;
